nombre_imagen,valor
nombre_imagen,valor
IMG_20250302_124849_box4_19_100106659086_7_0_76_31.png,apio
IMG_20250302_124849_box4_20_100106659086_4_0_103_27.png,brocoli
IMG_20250302_124849_box4_21_100106660087_4_0_91_29.png,cebolla
IMG_20250302_124849_box4_21_100106661087_96_2_187_30.png,blanca
IMG_20250302_124849_box4_22_100106662087_104_0_171_38.png,roja
IMG_20250302_124849_box4_22_100106662087_1_2_94_29.png,cebolla
IMG_20250302_124849_box4_23_100106663087_4_1_108_30.png,cebollin
IMG_20250302_124849_box4_24_100106663087_6_0_130_25.png,cilandro
IMG_20250302_124849_box4_24_100106664087_304_1_342_29.png,bols
IMG_20250302_124849_box4_25_100106664087_6_2_113_28.png,espinaca
IMG_20250302_124849_box4_26_100106665088_6_0_84_28.png,haba
IMG_20250302_124849_box4_27_100106665088_8_1_138_33.png,huacataya
IMG_20250302_124849_box4_28_100106666088_6_0_83_23.png,hierba
IMG_20250302_124849_box4_28_100106667088_301_0_334_24.png,bd
IMG_20250302_124849_box4_28_100106667088_96_0_177_24.png,buena
IMG_20250302_124849_box4_29_100106668089_3_1_87_29.png,lechuga
IMG_20250302_124849_box4_29_100106669088_281_3_330_29.png,bols
IMG_20250302_124849_box4_29_100106669088_94_0_173_29.png,suiza
IMG_20250302_124849_box4_30_100106670089_6_0_119_34.png,lechuga
IMG_20250302_124849_box4_30_100106671089_128_0_237_33.png,señorita
IMG_20250302_124849_box4_30_100106671089_290_1_336_31.png,bols
IMG_20250302_124849_box4_31_100106673090_8_2_109_26.png,locoto
IMG_20250302_124849_box4_32_100106673090_4_0_129_31.png,pimienta
IMG_20250302_124849_box4_32_100106674090_136_4_231_31.png,moron
IMG_20250302_124849_box4_33_100106674090_110_0_251_34.png,holandeza
IMG_20250302_124849_box4_33_100106674090_4_2_93_33.png,papa
IMG_20250302_124849_box4_34_100106675090_7_1_96_30.png,papa
IMG_20250302_124849_box4_34_100106676090_106_1_212_30.png,imilla
IMG_20250302_124849_box4_35_100106676090_6_2_126_30.png,pepino
IMG_20250302_124849_box4_35_100106677090_293_2_339_26.png,unid
IMG_20250302_124849_box4_36_100106678091_13_1_121_27.png,perejil
IMG_20250302_124849_box4_36_100106678091_288_1_337_25.png,bols
IMG_20250302_124849_box4_37_100106679091_7_1_125_28.png,tomate
IMG_20250302_124849_box4_37_100106680091_135_0_208_30.png,chery
IMG_20250302_124955_box4_19_100106680091_4_1_77_33.png,apio
IMG_20250302_124955_box4_20_100106680091_6_2_101_29.png,brocoli
IMG_20250302_124955_box4_21_100106681091_3_1_92_27.png,cebolla
IMG_20250302_124955_box4_21_100106682091_95_0_184_30.png,
IMG_20250302_124955_box4_22_100106682091_5_1_95_32.png,cebolla
IMG_20250302_124955_box4_22_100106683092_103_1_174_34.png,
IMG_20250302_124955_box4_23_100106683092_5_0_103_26.png,cebollin
IMG_20250302_124955_box4_24_100106684092_303_1_342_26.png,
IMG_20250302_124955_box4_24_100106684092_5_0_121_26.png,cilandro
IMG_20250302_124955_box4_25_100106686092_6_0_118_22.png,
IMG_20250302_124955_box4_26_100106687092_4_1_80_25.png,haba
IMG_20250302_124955_box4_27_100106687092_4_0_138_31.png,
IMG_20250302_124955_box4_28_100106689093_302_2_333_23.png,bd
IMG_20250302_124955_box4_28_100106689093_3_1_79_25.png,
IMG_20250302_124955_box4_28_100106689093_94_1_175_24.png,buena
IMG_20250302_124955_box4_29_100106690093_5_1_87_23.png,
IMG_20250302_124955_box4_29_100106690093_95_0_182_26.png,suiza
IMG_20250302_124955_box4_29_100106691094_291_1_334_22.png,
IMG_20250302_124955_box4_30_100106692094_123_1_237_31.png,señorita
IMG_20250302_124955_box4_30_100106692094_3_2_116_35.png,
IMG_20250302_124955_box4_30_100106693093_288_1_333_30.png,bols
IMG_20250302_124955_box4_31_100106695094_3_1_108_30.png,
IMG_20250302_124955_box4_32_100106695094_6_0_129_27.png,pimiento
IMG_20250302_124955_box4_32_100106696095_139_2_224_27.png,
IMG_20250302_124955_box4_33_100106696095_3_5_97_31.png,papa
IMG_20250302_124955_box4_33_100106697094_110_2_247_36.png,
IMG_20250302_124955_box4_34_100106697094_4_2_86_31.png,papa
IMG_20250302_124955_box4_34_100106698095_98_1_205_25.png,
IMG_20250302_124955_box4_35_100106698095_10_3_137_26.png,pepino
IMG_20250302_124955_box4_35_100106699095_300_4_348_28.png,
IMG_20250302_124955_box4_36_100106700096_5_2_117_27.png,perejil
IMG_20250302_124955_box4_36_100106701095_287_2_328_25.png,
IMG_20250302_124955_box4_37_100106702096_12_2_131_28.png,tomate
IMG_20250302_124955_box4_37_100106702096_138_1_216_28.png,
IMG_20250302_125220_box4_19_100106703096_7_3_77_31.png,apio
IMG_20250302_125220_box4_20_100106703096_6_0_101_29.png,
IMG_20250302_125220_box4_21_100106704096_4_0_89_26.png,cebolla
IMG_20250302_125220_box4_21_100106704096_93_0_184_27.png,blanca
IMG_20250302_125220_box4_22_100106705096_108_1_178_34.png,roja
IMG_20250302_125220_box4_22_100106705096_6_1_93_30.png,cebolla
IMG_20250302_125220_box4_23_100106706097_3_1_105_27.png,cebollin
IMG_20250302_125220_box4_24_100106706097_3_2_116_23.png,
IMG_20250302_125220_box4_24_100106708097_303_0_343_25.png,bols
IMG_20250302_125220_box4_25_100106709097_6_1_116_26.png,espinaca
IMG_20250302_125220_box4_26_100106709097_6_0_86_27.png,
IMG_20250302_125220_box4_27_100106710097_6_2_136_27.png,huacataya
IMG_20250302_125220_box4_28_100106710097_4_2_86_24.png,
IMG_20250302_125220_box4_28_100106711098_300_2_332_24.png,bd
IMG_20250302_125220_box4_28_100106711098_95_0_180_25.png,
IMG_20250302_125220_box4_29_100106712098_13_1_95_27.png,lechuga
IMG_20250302_125220_box4_29_100106713098_102_1_183_26.png,
IMG_20250302_125220_box4_29_100106713098_290_2_339_26.png,bols
IMG_20250302_125220_box4_30_100106714098_6_0_119_32.png,
IMG_20250302_125220_box4_30_100106715099_128_2_245_27.png,señorita
IMG_20250302_125220_box4_30_100106715099_292_1_337_25.png,
IMG_20250302_125220_box4_31_100106716099_6_1_110_27.png,locoto
IMG_20250302_125220_box4_32_100106717099_134_4_222_25.png,
