File,x1_1,y1_1,x2_1,y2_1,c_1,x1_2,y1_2,x2_2,y2_2,c_2,x1_3,y1_3,x2_3,y2_3,c_3,x1_4,y1_4,x2_4,y2_4,c_4
IMG_20241229_080554.jpg,383,69,501,115,0,141,137,445,174,1,374,121,491,151,2,148,168,479,557,3
IMG-20241208-WA0003.jpg,399,100,486,138,0,261,133,341,151,1,152,159,437,175,2,161,191,479,506,3
IMG-20241208-WA0004.jpg,399,91,484,125,0,268,120,345,139,1,164,147,493,163,2,168,175,483,487,3
IMG-20241208-WA0005.jpg,404,95,489,131,0,266,124,346,147,1,156,151,491,169,2,161,183,484,501,3
IMG-20241208-WA0006.jpg,396,85,485,122,0,259,115,341,137,1,145,139,492,161,2,147,172,478,499,3
IMG-20241208-WA0008.jpg,396,96,482,131,0,258,126,337,147,1,143,151,482,171,2,153,184,484,508,3
IMG-20241208-WA0010.jpg,395,68,485,106,0,257,99,341,125,1,144,123,499,149,2,149,159,474,484,3
IMG-20241208-WA0011.jpg,401,88,489,125,0,267,119,345,140,1,155,142,489,163,2,157,176,492,497,3
IMG-20241208-WA0012.jpg,385,107,473,143,0,250,139,332,158,1,144,167,477,184,2,144,194,473,523,3
IMG-20241208-WA0014.jpg,394,84,481,123,0,263,115,341,136,1,153,137,473,159,2,158,171,478,488,3
IMG-20241208-WA0015.jpg,396,78,486,116,0,269,110,345,128,1,157,131,481,155,2,160,163,485,483,3
IMG-20241208-WA0016.jpg,394,75,481,115,0,261,107,336,126,1,150,125,458,151,2,153,160,481,486,3
IMG-20241208-WA0017.jpg,346,54,484,91,0,373,93,455,115,1,150,102,455,135,2,150,147,479,468,3
IMG_20241229_072558.jpg,366,60,487,107,0,363,113,479,138,1,141,126,439,160,2,143,157,501,561,3
IMG_20241229_072919.jpg,323,12,498,79,0,368,75,496,104,1,113,119,472,137,2,113,170,497,563,3
IMG_20241229_073018_1.jpg,349,38,502,99,0,388,97,503,119,1,147,134,325,154,2,147,182,511,542,3
IMG_20241229_073240_1.jpg,328,33,493,97,0,368,93,491,116,1,122,131,361,151,2,118,180,491,559,3
IMG_20241229_073519.jpg,347,37,509,99,0,384,96,509,123,1,135,133,336,155,2,133,181,509,571,3
IMG_20241229_073704.jpg,337,14,512,83,0,378,82,510,108,1,113,119,356,147,2,111,176,512,579,3
IMG_20241229_073814.jpg,371,19,542,92,0,411,87,541,116,1,151,124,369,149,2,154,182,532,570,3
IMG_20241229_073935.jpg,334,27,513,91,0,376,87,511,115,1,113,131,415,153,2,107,188,534,603,3
IMG_20241229_074009_1.jpg,314,17,484,79,0,353,74,479,99,1,104,112,469,135,2,104,171,497,563,3
IMG_20241229_074435.jpg,335,17,508,88,0,370,82,505,110,1,111,115,501,151,2,107,175,500,568,3
IMG_20241229_074450_1.jpg,321,37,484,102,0,359,98,477,124,1,125,130,433,156,2,123,182,489,545,3
IMG_20241229_074503.jpg,321,47,482,111,0,357,107,479,135,1,113,135,359,169,2,109,189,483,568,3
IMG_20241229_074514_1.jpg,340,63,501,127,0,373,123,496,147,1,141,152,456,183,2,138,205,494,561,3
IMG_20241229_074536.jpg,311,24,481,90,0,349,86,478,114,1,97,119,408,152,2,94,176,477,557,3
IMG_20241229_074550.jpg,312,5,494,65,0,356,64,493,92,1,90,105,409,134,2,89,164,503,557,3
IMG_20241229_074654_1.jpg,333,1,522,45,0,376,47,523,71,1,99,91,461,113,2,100,147,521,583,3
IMG_20241229_074710.jpg,336,4,513,71,0,376,68,514,94,1,109,106,375,135,2,104,159,508,563,3
IMG_20241229_074743.jpg,329,37,501,96,0,368,94,502,121,1,121,131,501,150,2,117,181,497,565,3
IMG_20241229_074759.jpg,342,1,526,54,0,378,51,525,77,1,107,92,409,124,2,101,152,521,574,3
IMG_20241229_074824.jpg,330,22,506,81,0,371,78,512,107,1,108,113,411,148,2,105,172,502,569,3
IMG_20241229_074843.jpg,357,31,531,94,0,400,84,535,117,1,127,115,391,157,2,125,171,522,587,3
IMG_20241229_074900.jpg,348,27,521,82,0,389,75,523,103,1,129,108,432,139,2,126,159,520,567,3
IMG_20241229_074916_1.jpg,338,18,526,75,0,388,74,525,99,1,106,109,430,141,2,105,169,538,592,3
IMG_20241229_074936_1.jpg,315,9,496,79,0,356,71,492,103,1,89,95,238,134,2,84,153,471,573,3
IMG_20241229_074948_1.jpg,381,1,560,58,0,405,52,548,84,1,147,86,429,115,2,142,142,549,561,3
IMG_20241229_075005_1.jpg,331,16,515,71,0,373,63,511,89,1,93,103,388,132,2,91,159,513,567,3
IMG_20241229_075055.jpg,355,0,550,43,0,393,43,557,70,1,99,80,402,113,2,99,144,538,575,3
IMG_20241229_075206_1.jpg,335,38,502,89,0,376,85,505,111,1,126,124,437,146,2,124,171,509,549,3
IMG_20241229_075226.jpg,350,41,525,96,0,389,92,522,119,1,128,127,337,157,2,126,179,513,570,3
IMG_20241229_075239.jpg,352,37,533,105,0,389,95,529,127,1,115,127,405,167,2,120,189,508,567,3
IMG_20241229_075311_1.jpg,310,57,489,104,0,344,98,485,125,1,86,135,246,164,2,81,187,476,587,3
IMG_20241229_075327.jpg,359,46,528,87,0,398,82,527,104,1,157,119,507,139,2,153,168,525,543,3
IMG_20241229_075342.jpg,320,26,502,83,0,358,72,502,102,1,85,107,362,144,2,85,164,490,570,3
IMG_20241229_075400.jpg,351,49,536,113,0,393,103,533,133,1,123,132,397,176,2,120,190,498,543,3
