File,x1_1,y1_1,x2_1,y2_1,c_1,x1_2,y1_2,x2_2,y2_2,c_2,x1_3,y1_3,x2_3,y2_3,c_3,x1_4,y1_4,x2_4,y2_4,c_4,x1_5,y1_5,x2_5,y2_5,c_5,x1_6,y1_6,x2_6,y2_6,c_6,x1_7,y1_7,x2_7,y2_7,c_7,x1_8,y1_8,x2_8,y2_8,c_8,x1_9,y1_9,x2_9,y2_9,c_9,x1_10,y1_10,x2_10,y2_10,c_10,x1_11,y1_11,x2_11,y2_11,c_11,x1_12,y1_12,x2_12,y2_12,c_12,x1_13,y1_13,x2_13,y2_13,c_13,x1_14,y1_14,x2_14,y2_14,c_14,x1_15,y1_15,x2_15,y2_15,c_15,x1_16,y1_16,x2_16,y2_16,c_16,x1_17,y1_17,x2_17,y2_17,c_17,x1_18,y1_18,x2_18,y2_18,c_18,x1_19,y1_19,x2_19,y2_19,c_19,x1_20,y1_20,x2_20,y2_20,c_20,x1_21,y1_21,x2_21,y2_21,c_21,x1_22,y1_22,x2_22,y2_22,c_22,x1_23,y1_23,x2_23,y2_23,c_23,x1_24,y1_24,x2_24,y2_24,c_24,x1_25,y1_25,x2_25,y2_25,c_25,x1_26,y1_26,x2_26,y2_26,c_26,x1_27,y1_27,x2_27,y2_27,c_27,x1_28,y1_28,x2_28,y2_28,c_28,x1_29,y1_29,x2_29,y2_29,c_29,x1_30,y1_30,x2_30,y2_30,c_30,x1_31,y1_31,x2_31,y2_31,c_31,x1_32,y1_32,x2_32,y2_32,c_32,x1_33,y1_33,x2_33,y2_33,c_33,x1_34,y1_34,x2_34,y2_34,c_34,x1_35,y1_35,x2_35,y2_35,c_35,x1_36,y1_36,x2_36,y2_36,c_36,x1_37,y1_37,x2_37,y2_37,c_37,x1_38,y1_38,x2_38,y2_38,c_38,x1_39,y1_39,x2_39,y2_39,c_39,x1_40,y1_40,x2_40,y2_40,c_40,x1_41,y1_41,x2_41,y2_41,c_41,x1_42,y1_42,x2_42,y2_42,c_42,x1_43,y1_43,x2_43,y2_43,c_43,x1_44,y1_44,x2_44,y2_44,c_44,x1_45,y1_45,x2_45,y2_45,c_45,x1_46,y1_46,x2_46,y2_46,c_46,x1_47,y1_47,x2_47,y2_47,c_47,x1_48,y1_48,x2_48,y2_48,c_48,x1_49,y1_49,x2_49,y2_49,c_49,x1_50,y1_50,x2_50,y2_50,c_50,x1_51,y1_51,x2_51,y2_51,c_51,x1_52,y1_52,x2_52,y2_52,c_52,x1_53,y1_53,x2_53,y2_53,c_53,x1_54,y1_54,x2_54,y2_54,c_54,x1_55,y1_55,x2_55,y2_55,c_55,x1_56,y1_56,x2_56,y2_56,c_56,x1_57,y1_57,x2_57,y2_57,c_57,x1_58,y1_58,x2_58,y2_58,c_58,x1_59,y1_59,x2_59,y2_59,c_59,x1_60,y1_60,x2_60,y2_60,c_60,x1_61,y1_61,x2_61,y2_61,c_61,x1_62,y1_62,x2_62,y2_62,c_62,x1_63,y1_63,x2_63,y2_63,c_63,x1_64,y1_64,x2_64,y2_64,c_64,x1_65,y1_65,x2_65,y2_65,c_65,x1_66,y1_66,x2_66,y2_66,c_66,x1_67,y1_67,x2_67,y2_67,c_67,x1_68,y1_68,x2_68,y2_68,c_68,x1_69,y1_69,x2_69,y2_69,c_69,x1_70,y1_70,x2_70,y2_70,c_70,x1_71,y1_71,x2_71,y2_71,c_71,x1_72,y1_72,x2_72,y2_72,c_72,x1_73,y1_73,x2_73,y2_73,c_73,x1_74,y1_74,x2_74,y2_74,c_74,x1_75,y1_75,x2_75,y2_75,c_75,x1_76,y1_76,x2_76,y2_76,c_76,x1_77,y1_77,x2_77,y2_77,c_77,x1_78,y1_78,x2_78,y2_78,c_78,x1_79,y1_79,x2_79,y2_79,c_79,x1_80,y1_80,x2_80,y2_80,c_80
IMG_20250302_124849.jpg,502,29,674,91,0,528,93,624,123,1,175,113,645,179,2,47,247,671,781,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_20250302_124955.jpg,497,33,669,91,0,525,95,619,127,1,169,110,639,179,2,39,247,667,779,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_20250302_125220.jpg,497,35,667,93,0,523,99,625,129,1,167,114,643,184,2,41,252,671,783,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_20250302_125330.jpg,495,32,675,96,0,517,97,617,131,1,173,113,633,183,2,43,253,671,729,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_20250302_125543.jpg,515,25,695,84,0,545,88,643,122,1,155,121,647,173,2,35,251,681,485,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_20250302_125641.jpg,503,48,673,94,0,519,103,615,133,1,149,114,647,178,2,35,245,715,645,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_20250302_125713.jpg,499,41,677,85,0,525,90,625,124,1,153,138,671,173,2,29,253,671,399,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_20250302_125928.jpg,501,52,673,96,0,517,101,619,135,1,155,104,681,204,2,39,251,671,649,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_20250302_125958.jpg,503,48,675,96,0,531,98,633,130,1,151,116,657,191,2,43,248,673,433,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_20250302_130030.jpg,501,43,673,95,0,521,95,619,129,1,161,119,647,197,2,37,248,669,754,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
