nombre_imagen,valor
IMG_20250302_124849_box4_19_100106659086_7_0_76_31.png,apio
IMG_20250302_124849_box4_20_100106659086_4_0_103_27.png,brocoli
IMG_20250302_124849_box4_21_100106660087_4_0_91_29.png,cebolla
IMG_20250302_124849_box4_21_100106661087_96_2_187_30.png,blanca
IMG_20250302_124849_box4_22_100106662087_104_0_171_38.png,roja
IMG_20250302_124849_box4_22_100106662087_1_2_94_29.png,cebolla
IMG_20250302_124849_box4_23_100106663087_4_1_108_30.png,cebollin
IMG_20250302_124849_box4_24_100106663087_6_0_130_25.png,cilandro
IMG_20250302_124849_box4_24_100106664087_304_1_342_29.png,bols
IMG_20250302_124849_box4_25_100106664087_6_2_113_28.png,espinaca
IMG_20250302_124849_box4_26_100106665088_6_0_84_28.png,haba
IMG_20250302_124849_box4_27_100106665088_8_1_138_33.png,huacataya
IMG_20250302_124849_box4_28_100106666088_6_0_83_23.png,hierba
IMG_20250302_124849_box4_28_100106667088_301_0_334_24.png,bd
IMG_20250302_124849_box4_28_100106667088_96_0_177_24.png,buena
IMG_20250302_124849_box4_29_100106668089_3_1_87_29.png,lechuga
IMG_20250302_124849_box4_29_100106669088_281_3_330_29.png,bols
IMG_20250302_124849_box4_29_100106669088_94_0_173_29.png,suiza
IMG_20250302_124849_box4_30_100106670089_6_0_119_34.png,lechuga
IMG_20250302_124849_box4_30_100106671089_128_0_237_33.png,seï¿½orita
IMG_20250302_124849_box4_30_100106671089_290_1_336_31.png,bols
IMG_20250302_124849_box4_31_100106673090_8_2_109_26.png,locoto
IMG_20250302_124849_box4_32_100106673090_4_0_129_31.png,pimienta
IMG_20250302_124849_box4_32_100106674090_136_4_231_31.png,moron
IMG_20250302_124849_box4_33_100106674090_110_0_251_34.png,holandeza
IMG_20250302_124849_box4_33_100106674090_4_2_93_33.png,papa
IMG_20250302_124849_box4_34_100106675090_7_1_96_30.png,papa
IMG_20250302_124849_box4_34_100106676090_106_1_212_30.png,imilla
IMG_20250302_124849_box4_35_100106676090_6_2_126_30.png,pepino
IMG_20250302_124849_box4_35_100106677090_293_2_339_26.png,unid
IMG_20250302_124849_box4_36_100106678091_13_1_121_27.png,perejil
IMG_20250302_124849_box4_36_100106678091_288_1_337_25.png,bols
IMG_20250302_124849_box4_37_100106679091_7_1_125_28.png,tomate
IMG_20250302_124849_box4_37_100106680091_135_0_208_30.png,chery
IMG_20250302_124955_box4_19_100106680091_4_1_77_33.png,apio
IMG_20250302_124955_box4_20_100106680091_6_2_101_29.png,brocoli
IMG_20250302_124955_box4_21_100106681091_3_1_92_27.png,cebolla
