archivo,x1,y1,x2,y2,clase
IMG_20250302_124849_box4_50.jpg,0,0,42,26,numeros
IMG_20250302_124849_box4_51.jpg,0,0,41,28,numeros
IMG_20250302_124849_box4_52.jpg,4,2,29,23,numeros
IMG_20250302_124849_box4_52.jpg,36,0,55,24,numeros
IMG_20250302_124849_box4_53.jpg,3,1,26,28,numeros
IMG_20250302_124849_box4_53.jpg,29,2,50,28,numeros
IMG_20250302_124849_box4_54.jpg,5,2,25,24,numeros
IMG_20250302_124849_box4_54.jpg,35,3,55,22,numeros
IMG_20250302_124849_box4_54.jpg,53,4,74,24,numeros
IMG_20250302_124849_box4_54.jpg,22,16,34,26,simbolos
IMG_20250302_124849_box4_55.jpg,0,0,35,30,numeros
IMG_20250302_124849_box4_56.jpg,0,0,38,27,numeros
IMG_20250302_124849_box4_57.jpg,0,0,45,27,numeros
IMG_20250302_124849_box4_58.jpg,4,3,26,26,numeros
IMG_20250302_124849_box4_58.jpg,26,4,50,27,numeros
IMG_20250302_124849_box4_59.jpg,0,0,41,29,numeros
IMG_20250302_124849_box4_60.jpg,0,0,43,29,numeros
IMG_20250302_124849_box4_61.jpg,0,0,34,30,numeros
IMG_20250302_124849_box4_62.jpg,0,0,36,28,numeros
IMG_20250302_124849_box4_63.jpg,6,3,28,27,numeros
IMG_20250302_124849_box4_63.jpg,31,3,54,25,numeros
IMG_20250302_124849_box4_64.jpg,4,0,26,28,numeros
IMG_20250302_124849_box4_64.jpg,40,18,50,27,simbolos
IMG_20250302_124849_box4_64.jpg,26,4,45,28,numeros
IMG_20250302_124849_box4_64.jpg,48,1,68,27,numeros
IMG_20250302_124849_box4_64.jpg,64,5,81,26,numeros
IMG_20250302_124849_box4_65.jpg,4,0,27,25,numeros
IMG_20250302_124849_box4_65.jpg,27,2,51,26,numeros
IMG_20250302_124849_box4_66.jpg,0,0,41,27,numeros
IMG_20250302_124849_box4_67.jpg,0,0,38,27,numeros
IMG_20250302_124849_box4_68.jpg,2,1,27,26,numeros
IMG_20250302_124849_box4_68.jpg,30,0,57,26,numeros
IMG_20250302_124955_box4_50.jpg,7,2,43,23,numeros
