archivo,x1,y1,x2,y2,clase
IMG_20250302_124849_box4_0.jpg,2,1,79,25,numeros
IMG_20250302_124849_box4_1.jpg,7,2,30,23,numeros
IMG_20250302_124849_box4_1.jpg,38,2,68,24,letras
IMG_20250302_124849_box4_10.jpg,50,0,85,26,letras
IMG_20250302_124849_box4_10.jpg,5,0,40,23,numeros
IMG_20250302_124849_box4_11.jpg,2,0,32,22,numeros
IMG_20250302_124849_box4_11.jpg,41,0,82,23,letras
IMG_20250302_124849_box4_12.jpg,1,1,78,21,numeros
IMG_20250302_124849_box4_13.jpg,3,1,26,24,numeros
IMG_20250302_124849_box4_13.jpg,32,0,51,24,letras
IMG_20250302_124849_box4_14.jpg,50,0,75,23,letras
IMG_20250302_124849_box4_14.jpg,0,0,46,22,numeros
IMG_20250302_124849_box4_15.jpg,1,0,42,24,numeros
IMG_20250302_124849_box4_15.jpg,46,1,71,24,letras
